plant_name,node,coordinates
Clear Creek Wastewater Treatment Plant,103,"(-122.3656799, 40.497436)"
Clear Creek Wastewater Treatment Plant,104,"(-122.3658843, 40.4976631)"
Clear Creek Wastewater Treatment Plant,105,"(-122.3664285, 40.4981788)"
Clear Creek Wastewater Treatment Plant,106,"(-122.366695, 40.4985209)"
Clear Creek Wastewater Treatment Plant,107,"(-122.3668732, 40.4987679)"
Clear Creek Wastewater Treatment Plant,108,"(-122.3670556, 40.4990854)"
Clear Creek Wastewater Treatment Plant,109,"(-122.3670782, 40.4991353)"
Clear Creek Wastewater Treatment Plant,110,"(-122.3670871, 40.4991675)"
Clear Creek Wastewater Treatment Plant,111,"(-122.3670967, 40.499249)"
Clear Creek Wastewater Treatment Plant,112,"(-122.3671074, 40.4993963)"
Clear Creek Wastewater Treatment Plant,113,"(-122.3671345, 40.5002371)"
Clear Creek Wastewater Treatment Plant,114,"(-122.3671399, 40.5005697)"
Clear Creek Wastewater Treatment Plant,115,"(-122.3672251, 40.5008753)"
Clear Creek Wastewater Treatment Plant,116,"(-122.3674905, 40.5015719)"
Clear Creek Wastewater Treatment Plant,117,"(-122.367537, 40.5017047)"
Clear Creek Wastewater Treatment Plant,118,"(-122.3675811, 40.5018828)"
Clear Creek Wastewater Treatment Plant,119,"(-122.3676192, 40.5020545)"
Clear Creek Wastewater Treatment Plant,120,"(-122.367658, 40.5023206)"
Clear Creek Wastewater Treatment Plant,121,"(-122.3677033, 40.5025821)"
Clear Creek Wastewater Treatment Plant,122,"(-122.3677647, 40.502917)"
Clear Creek Wastewater Treatment Plant,123,"(-122.3677723, 40.5029875)"
Clear Creek Wastewater Treatment Plant,124,"(-122.3678101, 40.5029882)"
Clear Creek Wastewater Treatment Plant,125,"(-122.367848, 40.5029911)"
Clear Creek Wastewater Treatment Plant,126,"(-122.3680858, 40.5027931)"
Clear Creek Wastewater Treatment Plant,127,"(-122.3683705, 40.5025592)"
Clear Creek Wastewater Treatment Plant,128,"(-122.3685269, 40.5024296)"
Clear Creek Wastewater Treatment Plant,129,"(-122.3685936, 40.5023711)"
Clear Creek Wastewater Treatment Plant,130,"(-122.3686169, 40.5023557)"
Clear Creek Wastewater Treatment Plant,131,"(-122.3688076, 40.502198)"
Clear Creek Wastewater Treatment Plant,132,"(-122.3690508, 40.5019968)"
Clear Creek Wastewater Treatment Plant,133,"(-122.3693268, 40.5017706)"
Clear Creek Wastewater Treatment Plant,134,"(-122.3696295, 40.5015186)"
Clear Creek Wastewater Treatment Plant,135,"(-122.3698125, 40.5013645)"
Clear Creek Wastewater Treatment Plant,136,"(-122.3698848, 40.5014128)"
Clear Creek Wastewater Treatment Plant,137,"(-122.3701798, 40.5011745)"
Clear Creek Wastewater Treatment Plant,138,"(-122.37041, 40.5009983)"
Clear Creek Wastewater Treatment Plant,139,"(-122.3704293, 40.5010114)"
Clear Creek Wastewater Treatment Plant,140,"(-122.3715132, 40.5017574)"
Clear Creek Wastewater Treatment Plant,141,"(-122.3721806, 40.5022277)"
Mountain View Sanitation District,0,"(-122.1020531, 38.0186418)"
Mountain View Sanitation District,1,"(-122.1017041, 38.0186511)"
Mountain View Sanitation District,2,"(-122.1006659, 38.018794)"
Mountain View Sanitation District,3,"(-122.1001747, 38.0188114)"
Mountain View Sanitation District,4,"(-122.0987269, 38.0187772)"
Mountain View Sanitation District,5,"(-122.0966981, 38.0188136)"
Mountain View Sanitation District,6,"(-122.0964571, 38.0188179)"
Mountain View Sanitation District,7,"(-122.0965839, 38.0189025)"
Mountain View Sanitation District,8,"(-122.0967133, 38.0189865)"
Mountain View Sanitation District,9,"(-122.0968442, 38.0190674)"
Mountain View Sanitation District,10,"(-122.096977, 38.0191448)"
Mountain View Sanitation District,11,"(-122.0971133, 38.0192214)"
Mountain View Sanitation District,12,"(-122.097253, 38.0192951)"
Mountain View Sanitation District,13,"(-122.097394, 38.0193661)"
Mountain View Sanitation District,14,"(-122.0975377, 38.0194342)"
Mountain View Sanitation District,15,"(-122.0976779, 38.0194973)"
Mountain View Sanitation District,16,"(-122.0978255, 38.0195609)"
Mountain View Sanitation District,17,"(-122.0979732, 38.0196223)"
Mountain View Sanitation District,18,"(-122.1005264, 38.0206512)"
Mountain View Sanitation District,19,"(-122.1013873, 38.0210025)"
Mountain View Sanitation District,20,"(-122.1038109, 38.0219577)"
Mountain View Sanitation District,21,"(-122.1042543, 38.0215656)"
Mountain View Sanitation District,22,"(-122.1047965, 38.0211347)"
Mountain View Sanitation District,23,"(-122.1048842, 38.0196273)"
Mountain View Sanitation District,24,"(-122.1049765, 38.0187502)"
Mountain View Sanitation District,25,"(-122.1037346, 38.0186947)"
Mountain View Sanitation District,26,"(-122.1032373, 38.0186725)"
Mountain View Sanitation District,27,"(-122.1030902, 38.0186659)"
Mountain View Sanitation District,28,"(-122.1021423, 38.0186423)"
Mountain View Sanitation District,29,"(-122.1020531, 38.0186418)"
Ralph D. Bollman Water Treatment Plant,0,"(-122.0462271, 38.0134061)"
Ralph D. Bollman Water Treatment Plant,1,"(-122.0463619, 38.0133041)"
Ralph D. Bollman Water Treatment Plant,2,"(-122.0465813, 38.0134664)"
Ralph D. Bollman Water Treatment Plant,3,"(-122.0460614, 38.0112307)"
Ralph D. Bollman Water Treatment Plant,4,"(-122.0460223, 38.0110681)"
Ralph D. Bollman Water Treatment Plant,5,"(-122.0458768, 38.0110878)"
Ralph D. Bollman Water Treatment Plant,6,"(-122.0452188, 38.0111683)"
Ralph D. Bollman Water Treatment Plant,7,"(-122.0447874, 38.0112211)"
Ralph D. Bollman Water Treatment Plant,8,"(-122.0440323, 38.0113396)"
Ralph D. Bollman Water Treatment Plant,9,"(-122.0422254, 38.0115743)"
Ralph D. Bollman Water Treatment Plant,10,"(-122.0421057, 38.0115915)"
Ralph D. Bollman Water Treatment Plant,11,"(-122.0417367, 38.0116797)"
Ralph D. Bollman Water Treatment Plant,12,"(-122.0413452, 38.0118289)"
Ralph D. Bollman Water Treatment Plant,13,"(-122.0410157, 38.0120178)"
Ralph D. Bollman Water Treatment Plant,14,"(-122.0407355, 38.0122871)"
Ralph D. Bollman Water Treatment Plant,15,"(-122.0403891, 38.0125791)"
Ralph D. Bollman Water Treatment Plant,16,"(-122.0403211, 38.0126214)"
Ralph D. Bollman Water Treatment Plant,17,"(-122.0400982, 38.01276)"
Ralph D. Bollman Water Treatment Plant,18,"(-122.0396973, 38.0129255)"
Ralph D. Bollman Water Treatment Plant,19,"(-122.0393935, 38.0129983)"
Ralph D. Bollman Water Treatment Plant,20,"(-122.0394087, 38.0133655)"
Ralph D. Bollman Water Treatment Plant,21,"(-122.0393572, 38.013663)"
Ralph D. Bollman Water Treatment Plant,22,"(-122.0394087, 38.013778)"
Ralph D. Bollman Water Treatment Plant,23,"(-122.039649, 38.0139471)"
Ralph D. Bollman Water Treatment Plant,24,"(-122.0396021, 38.0140632)"
Ralph D. Bollman Water Treatment Plant,25,"(-122.0393629, 38.0141469)"
Ralph D. Bollman Water Treatment Plant,26,"(-122.0394339, 38.0142277)"
Ralph D. Bollman Water Treatment Plant,27,"(-122.039631, 38.0142593)"
Ralph D. Bollman Water Treatment Plant,28,"(-122.0397503, 38.0143983)"
Ralph D. Bollman Water Treatment Plant,29,"(-122.0400165, 38.0145464)"
Ralph D. Bollman Water Treatment Plant,30,"(-122.0400542, 38.0147127)"
Ralph D. Bollman Water Treatment Plant,31,"(-122.0401297, 38.0148397)"
Ralph D. Bollman Water Treatment Plant,32,"(-122.0402413, 38.0148667)"
Ralph D. Bollman Water Treatment Plant,33,"(-122.0403529, 38.0149208)"
Ralph D. Bollman Water Treatment Plant,34,"(-122.0406361, 38.0149749)"
Ralph D. Bollman Water Treatment Plant,35,"(-122.0407048, 38.0151778)"
Ralph D. Bollman Water Treatment Plant,36,"(-122.0409623, 38.0152319)"
Ralph D. Bollman Water Treatment Plant,37,"(-122.0416832, 38.0150696)"
Ralph D. Bollman Water Treatment Plant,38,"(-122.0417519, 38.0150358)"
Ralph D. Bollman Water Treatment Plant,39,"(-122.0417691, 38.0149749)"
Ralph D. Bollman Water Treatment Plant,40,"(-122.0418927, 38.0148356)"
Ralph D. Bollman Water Treatment Plant,41,"(-122.0423993, 38.0147098)"
Ralph D. Bollman Water Treatment Plant,42,"(-122.0424816, 38.014622)"
Ralph D. Bollman Water Treatment Plant,43,"(-122.0426651, 38.0145273)"
Ralph D. Bollman Water Treatment Plant,44,"(-122.0428815, 38.0143583)"
Ralph D. Bollman Water Treatment Plant,45,"(-122.0428334, 38.0141229)"
Ralph D. Bollman Water Treatment Plant,46,"(-122.0437157, 38.0139579)"
Ralph D. Bollman Water Treatment Plant,47,"(-122.0439921, 38.0139065)"
Ralph D. Bollman Water Treatment Plant,48,"(-122.0451851, 38.0135143)"
Ralph D. Bollman Water Treatment Plant,49,"(-122.0457824, 38.0132803)"
Ralph D. Bollman Water Treatment Plant,50,"(-122.0460263, 38.0132843)"
Ralph D. Bollman Water Treatment Plant,51,"(-122.0462271, 38.0134061)"
City of Alturas Wastewater Treatment Plant,0,"(-120.5591262, 41.4739853)"
City of Alturas Wastewater Treatment Plant,1,"(-120.5589493, 41.4740572)"
City of Alturas Wastewater Treatment Plant,2,"(-120.5589998, 41.4742541)"
City of Alturas Wastewater Treatment Plant,3,"(-120.5587876, 41.4743904)"
City of Alturas Wastewater Treatment Plant,4,"(-120.558646, 41.4744775)"
City of Alturas Wastewater Treatment Plant,5,"(-120.558545, 41.4746025)"
City of Alturas Wastewater Treatment Plant,6,"(-120.5582266, 41.4746063)"
City of Alturas Wastewater Treatment Plant,7,"(-120.5578778, 41.4744927)"
City of Alturas Wastewater Treatment Plant,8,"(-120.5577262, 41.4742996)"
City of Alturas Wastewater Treatment Plant,9,"(-120.5577111, 41.4741292)"
City of Alturas Wastewater Treatment Plant,10,"(-120.5578981, 41.4739512)"
City of Alturas Wastewater Treatment Plant,11,"(-120.5582114, 41.4737391)"
City of Alturas Wastewater Treatment Plant,12,"(-120.5591919, 41.472906)"
City of Alturas Wastewater Treatment Plant,13,"(-120.5596568, 41.4732355)"
City of Alturas Wastewater Treatment Plant,14,"(-120.5591262, 41.473705)"
City of Alturas Wastewater Treatment Plant,15,"(-120.5590453, 41.4737656)"
City of Alturas Wastewater Treatment Plant,16,"(-120.5591211, 41.4738717)"
City of Alturas Wastewater Treatment Plant,17,"(-120.5591262, 41.4739853)"
Anderson Wastewater Treatment Plant,0,"(-122.2762013, 40.4647967)"
Anderson Wastewater Treatment Plant,1,"(-122.2746037, 40.4657459)"
Anderson Wastewater Treatment Plant,2,"(-122.2725649, 40.4643857)"
Anderson Wastewater Treatment Plant,3,"(-122.2736756, 40.4634018)"
Anderson Wastewater Treatment Plant,4,"(-122.2743831, 40.4638706)"
Anderson Wastewater Treatment Plant,5,"(-122.2748547, 40.4635754)"
Anderson Wastewater Treatment Plant,6,"(-122.2762013, 40.4647967)"
Redding Stillwater Treatment Plant,0,"(-122.2855103, 40.4749537)"
Redding Stillwater Treatment Plant,1,"(-122.2854549, 40.4750156)"
Redding Stillwater Treatment Plant,2,"(-122.2853914, 40.4751779)"
Redding Stillwater Treatment Plant,3,"(-122.2854012, 40.4759545)"
Redding Stillwater Treatment Plant,4,"(-122.2854354, 40.4760313)"
Redding Stillwater Treatment Plant,5,"(-122.2878454, 40.4760264)"
Redding Stillwater Treatment Plant,6,"(-122.288298, 40.4762307)"
Redding Stillwater Treatment Plant,7,"(-122.2887377, 40.4762679)"
Redding Stillwater Treatment Plant,8,"(-122.2892585, 40.4766908)"
Redding Stillwater Treatment Plant,9,"(-122.2901576, 40.477675)"
Redding Stillwater Treatment Plant,10,"(-122.2902765, 40.4776155)"
Redding Stillwater Treatment Plant,11,"(-122.2905028, 40.4778199)"
Redding Stillwater Treatment Plant,12,"(-122.2905696, 40.4778571)"
Redding Stillwater Treatment Plant,13,"(-122.291234, 40.4778546)"
Redding Stillwater Treatment Plant,14,"(-122.2921198, 40.4770185)"
Redding Stillwater Treatment Plant,15,"(-122.2912747, 40.4760982)"
Redding Stillwater Treatment Plant,16,"(-122.2912535, 40.4760288)"
