plant_name,node,coordinates
Greenhorn Reservoir,36,"(-122.6506735, 41.7124561)"
Greenhorn Reservoir,37,"(-122.6506515, 41.7124287)"
Hale Avenue Resource Recovery Facility,0,"(-117.1114665, 33.1052435)"
Hale Avenue Resource Recovery Facility,1,"(-117.1122419, 33.1039116)"
Hale Avenue Resource Recovery Facility,2,"(-117.112762, 33.1041432)"
Hale Avenue Resource Recovery Facility,3,"(-117.1133077, 33.104251)"
Hale Avenue Resource Recovery Facility,4,"(-117.1142562, 33.1046882)"
Hale Avenue Resource Recovery Facility,5,"(-117.1148519, 33.1050016)"
Hale Avenue Resource Recovery Facility,6,"(-117.1148221, 33.1050375)"
Hale Avenue Resource Recovery Facility,7,"(-117.115304, 33.1052494)"
Hale Avenue Resource Recovery Facility,8,"(-117.1153636, 33.1052635)"
Hale Avenue Resource Recovery Facility,9,"(-117.1160301, 33.1055426)"
Hale Avenue Resource Recovery Facility,10,"(-117.1161268, 33.1053627)"
Hale Avenue Resource Recovery Facility,11,"(-117.1161585, 33.105316)"
Hale Avenue Resource Recovery Facility,12,"(-117.1162106, 33.1052832)"
Hale Avenue Resource Recovery Facility,13,"(-117.116259, 33.1052614)"
Hale Avenue Resource Recovery Facility,14,"(-117.116313, 33.1052505)"
Hale Avenue Resource Recovery Facility,15,"(-117.116851, 33.1052739)"
Hale Avenue Resource Recovery Facility,16,"(-117.1168995, 33.1052801)"
Hale Avenue Resource Recovery Facility,17,"(-117.1172089, 33.1054273)"
Hale Avenue Resource Recovery Facility,18,"(-117.1172047, 33.1054513)"
Hale Avenue Resource Recovery Facility,19,"(-117.1171091, 33.105624)"
Hale Avenue Resource Recovery Facility,20,"(-117.1169376, 33.1057864)"
Hale Avenue Resource Recovery Facility,21,"(-117.1169016, 33.1058125)"
Hale Avenue Resource Recovery Facility,22,"(-117.1168564, 33.1058355)"
Hale Avenue Resource Recovery Facility,23,"(-117.1167247, 33.105885)"
Hale Avenue Resource Recovery Facility,24,"(-117.116621, 33.1059213)"
Hale Avenue Resource Recovery Facility,25,"(-117.1165514, 33.1059392)"
Hale Avenue Resource Recovery Facility,26,"(-117.1165258, 33.1059428)"
Hale Avenue Resource Recovery Facility,27,"(-117.1164947, 33.1059418)"
Hale Avenue Resource Recovery Facility,28,"(-117.1164684, 33.1059295)"
Hale Avenue Resource Recovery Facility,29,"(-117.1164172, 33.1059505)"
Hale Avenue Resource Recovery Facility,30,"(-117.116344, 33.1059607)"
Hale Avenue Resource Recovery Facility,31,"(-117.1162982, 33.1059729)"
Hale Avenue Resource Recovery Facility,32,"(-117.1162067, 33.1059995)"
Hale Avenue Resource Recovery Facility,33,"(-117.1157138, 33.1061523)"
Hale Avenue Resource Recovery Facility,34,"(-117.1154155, 33.1062535)"
Hale Avenue Resource Recovery Facility,35,"(-117.1149811, 33.1064513)"
Hale Avenue Resource Recovery Facility,36,"(-117.1146926, 33.1065897)"
Hale Avenue Resource Recovery Facility,37,"(-117.1146345, 33.1065654)"
Hale Avenue Resource Recovery Facility,38,"(-117.1114665, 33.1052435)"
San Antonio Creek Dechlorination Facility,0,"(-122.265926, 37.7912571)"
San Antonio Creek Dechlorination Facility,1,"(-122.2659735, 37.7911784)"
San Antonio Creek Dechlorination Facility,2,"(-122.2658861, 37.7911455)"
San Antonio Creek Dechlorination Facility,3,"(-122.2658772, 37.7911602)"
San Antonio Creek Dechlorination Facility,4,"(-122.2658042, 37.7911327)"
San Antonio Creek Dechlorination Facility,5,"(-122.2657749, 37.7911812)"
San Antonio Creek Dechlorination Facility,6,"(-122.2658486, 37.791209)"
San Antonio Creek Dechlorination Facility,7,"(-122.2658393, 37.7912244)"
San Antonio Creek Dechlorination Facility,8,"(-122.265926, 37.7912571)"
Henry J. Mills Water Treatment Plant,0,"(-117.3245418, 33.9183035)"
Henry J. Mills Water Treatment Plant,1,"(-117.3245698, 33.9166586)"
Henry J. Mills Water Treatment Plant,2,"(-117.3244589, 33.9165803)"
Henry J. Mills Water Treatment Plant,3,"(-117.3139963, 33.9166627)"
Henry J. Mills Water Treatment Plant,4,"(-117.3139233, 33.916698)"
Henry J. Mills Water Treatment Plant,5,"(-117.3138857, 33.9167688)"
Henry J. Mills Water Treatment Plant,6,"(-117.3138979, 33.9184076)"
Henry J. Mills Water Treatment Plant,7,"(-117.3139898, 33.9275826)"
Henry J. Mills Water Treatment Plant,8,"(-117.317805, 33.9275298)"
Henry J. Mills Water Treatment Plant,9,"(-117.3183048, 33.9270594)"
Henry J. Mills Water Treatment Plant,10,"(-117.3182394, 33.9238605)"
Henry J. Mills Water Treatment Plant,11,"(-117.3245425, 33.9237721)"
Henry J. Mills Water Treatment Plant,12,"(-117.3245004, 33.9196088)"
Henry J. Mills Water Treatment Plant,13,"(-117.324493, 33.9193415)"
Henry J. Mills Water Treatment Plant,14,"(-117.3245418, 33.9183035)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,0,"(-117.3616481, 34.0431252)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,1,"(-117.361606, 34.0431223)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,2,"(-117.3614986, 34.0430555)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,3,"(-117.3596869, 34.042154)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,4,"(-117.3587127, 34.0414723)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,5,"(-117.3572046, 34.0406932)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,6,"(-117.3555024, 34.0394971)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,7,"(-117.353681, 34.0442161)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,8,"(-117.3536635, 34.0444478)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,9,"(-117.3538404, 34.0447573)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,10,"(-117.356014, 34.047371)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,11,"(-117.3567441, 34.0481765)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,12,"(-117.3569582, 34.0478959)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,13,"(-117.3572815, 34.0474488)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,14,"(-117.3575349, 34.0470941)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,15,"(-117.3577424, 34.046857)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,16,"(-117.3580635, 34.0465655)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,17,"(-117.3589657, 34.0458343)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,18,"(-117.3592868, 34.0455194)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,19,"(-117.3594965, 34.0452605)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,20,"(-117.359656, 34.0449745)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,21,"(-117.3598089, 34.0446523)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,22,"(-117.3599706, 34.0443826)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,23,"(-117.3601956, 34.0441075)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,24,"(-117.3604817, 34.0438269)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,25,"(-117.3607766, 34.0435971)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,26,"(-117.3611393, 34.0433871)"
Colton/San Bernardino Rapid Infiltration and Extraction Treatment Facility,27,"(-117.3616481, 34.0431252)"
City of Colton Water Reclamation Facility,0,"(-117.3388393, 34.0524822)"
City of Colton Water Reclamation Facility,1,"(-117.3348236, 34.0525526)"
City of Colton Water Reclamation Facility,2,"(-117.3347914, 34.0524177)"
City of Colton Water Reclamation Facility,3,"(-117.3342957, 34.0524926)"
City of Colton Water Reclamation Facility,4,"(-117.3336957, 34.0511461)"
City of Colton Water Reclamation Facility,5,"(-117.3333808, 34.0506923)"
City of Colton Water Reclamation Facility,6,"(-117.3335773, 34.0506054)"
City of Colton Water Reclamation Facility,7,"(-117.3335393, 34.0505424)"
City of Colton Water Reclamation Facility,8,"(-117.3335147, 34.0504099)"
City of Colton Water Reclamation Facility,9,"(-117.3335158, 34.0503163)"
City of Colton Water Reclamation Facility,10,"(-117.333546, 34.0502199)"
City of Colton Water Reclamation Facility,11,"(-117.3336008, 34.0501393)"
City of Colton Water Reclamation Facility,12,"(-117.3336835, 34.0500577)"
City of Colton Water Reclamation Facility,13,"(-117.3337864, 34.0499956)"
City of Colton Water Reclamation Facility,14,"(-117.3339285, 34.0499817)"
City of Colton Water Reclamation Facility,15,"(-117.3344318, 34.0497315)"
City of Colton Water Reclamation Facility,16,"(-117.3343815, 34.0496611)"
City of Colton Water Reclamation Facility,17,"(-117.3346107, 34.0495786)"
City of Colton Water Reclamation Facility,18,"(-117.3364148, 34.0491551)"
City of Colton Water Reclamation Facility,19,"(-117.3372774, 34.0495909)"
City of Colton Water Reclamation Facility,20,"(-117.3379568, 34.0498886)"
City of Colton Water Reclamation Facility,21,"(-117.3382938, 34.0500172)"
City of Colton Water Reclamation Facility,22,"(-117.3387649, 34.0501875)"
City of Colton Water Reclamation Facility,23,"(-117.3386177, 34.0512999)"
City of Colton Water Reclamation Facility,24,"(-117.3391065, 34.0521993)"
City of Colton Water Reclamation Facility,25,"(-117.3387486, 34.0522539)"
City of Colton Water Reclamation Facility,26,"(-117.3388393, 34.0524822)"
John W. North Water Treatment Plant,0,"(-117.3256971, 34.0408828)"
John W. North Water Treatment Plant,1,"(-117.3255363, 34.0409571)"
John W. North Water Treatment Plant,2,"(-117.3252675, 34.0408428)"
John W. North Water Treatment Plant,3,"(-117.3256121, 34.0402698)"
John W. North Water Treatment Plant,4,"(-117.3256879, 34.0402527)"
John W. North Water Treatment Plant,5,"(-117.3258815, 34.0403317)"
John W. North Water Treatment Plant,6,"(-117.3259912, 34.0403764)"
John W. North Water Treatment Plant,7,"(-117.3256971, 34.0408828)"
Perris Valley Regional Water Reclamation Facility,0,"(-117.2020215, 33.7613629)"
Perris Valley Regional Water Reclamation Facility,1,"(-117.1908979, 33.7547369)"
Perris Valley Regional Water Reclamation Facility,2,"(-117.1906743, 33.7545766)"
Perris Valley Regional Water Reclamation Facility,3,"(-117.1903845, 33.7543259)"
Perris Valley Regional Water Reclamation Facility,4,"(-117.19023, 33.7541412)"
Perris Valley Regional Water Reclamation Facility,5,"(-117.1900623, 33.7538893)"
Perris Valley Regional Water Reclamation Facility,6,"(-117.1899461, 33.753641)"
Perris Valley Regional Water Reclamation Facility,7,"(-117.189874, 33.7534098)"
Perris Valley Regional Water Reclamation Facility,8,"(-117.1898299, 33.7531383)"
Perris Valley Regional Water Reclamation Facility,9,"(-117.1898225, 33.7529255)"
Perris Valley Regional Water Reclamation Facility,10,"(-117.1898405, 33.7504239)"
Perris Valley Regional Water Reclamation Facility,11,"(-117.1957071, 33.7504227)"
Perris Valley Regional Water Reclamation Facility,12,"(-117.1958616, 33.7504263)"
Perris Valley Regional Water Reclamation Facility,13,"(-117.2020449, 33.7504256)"
Perris Valley Regional Water Reclamation Facility,14,"(-117.2020215, 33.7613629)"
Deer Creek Wastewater Treatment Plant,0,"(-120.9825527, 38.6268562)"
Deer Creek Wastewater Treatment Plant,1,"(-120.9832887, 38.6262685)"
Deer Creek Wastewater Treatment Plant,2,"(-120.9838101, 38.6263224)"
Deer Creek Wastewater Treatment Plant,3,"(-120.9847081, 38.6267224)"
Deer Creek Wastewater Treatment Plant,4,"(-120.9848452, 38.6267799)"
Deer Creek Wastewater Treatment Plant,5,"(-120.9857901, 38.6269275)"
Deer Creek Wastewater Treatment Plant,6,"(-120.9860011, 38.6270304)"
Deer Creek Wastewater Treatment Plant,7,"(-120.9861296, 38.6271656)"
Deer Creek Wastewater Treatment Plant,8,"(-120.98629, 38.6274682)"
Deer Creek Wastewater Treatment Plant,9,"(-120.9862825, 38.6276579)"
Deer Creek Wastewater Treatment Plant,10,"(-120.98628, 38.6277206)"
Deer Creek Wastewater Treatment Plant,11,"(-120.9862286, 38.6279301)"
Deer Creek Wastewater Treatment Plant,12,"(-120.9855854, 38.6286172)"
Deer Creek Wastewater Treatment Plant,13,"(-120.9853375, 38.6288102)"
Deer Creek Wastewater Treatment Plant,14,"(-120.9852922, 38.6288483)"
Deer Creek Wastewater Treatment Plant,15,"(-120.9852057, 38.6289617)"
Deer Creek Wastewater Treatment Plant,16,"(-120.9851083, 38.6291079)"
Deer Creek Wastewater Treatment Plant,17,"(-120.9849851, 38.6292083)"
Deer Creek Wastewater Treatment Plant,18,"(-120.9848757, 38.629341)"
Deer Creek Wastewater Treatment Plant,19,"(-120.9844517, 38.6295316)"
Deer Creek Wastewater Treatment Plant,20,"(-120.9837518, 38.6287676)"
Deer Creek Wastewater Treatment Plant,21,"(-120.9834557, 38.6285597)"
Deer Creek Wastewater Treatment Plant,22,"(-120.9834786, 38.6280096)"
Deer Creek Wastewater Treatment Plant,23,"(-120.98342, 38.6276571)"
Deer Creek Wastewater Treatment Plant,24,"(-120.9832301, 38.6275493)"
Deer Creek Wastewater Treatment Plant,25,"(-120.9828617, 38.6276652)"
Deer Creek Wastewater Treatment Plant,26,"(-120.982816, 38.6276444)"
Deer Creek Wastewater Treatment Plant,27,"(-120.9827828, 38.6276106)"
Deer Creek Wastewater Treatment Plant,28,"(-120.9827494, 38.6276239)"
Deer Creek Wastewater Treatment Plant,29,"(-120.9827347, 38.6276591)"
Deer Creek Wastewater Treatment Plant,30,"(-120.9827078, 38.6276699)"
Deer Creek Wastewater Treatment Plant,31,"(-120.9826453, 38.6275789)"
Deer Creek Wastewater Treatment Plant,32,"(-120.9826479, 38.6275407)"
Deer Creek Wastewater Treatment Plant,33,"(-120.9826713, 38.6274894)"
Deer Creek Wastewater Treatment Plant,34,"(-120.9826899, 38.6273397)"
Deer Creek Wastewater Treatment Plant,35,"(-120.9826714, 38.6272755)"
Deer Creek Wastewater Treatment Plant,36,"(-120.9826477, 38.6272443)"
Deer Creek Wastewater Treatment Plant,37,"(-120.9825905, 38.6272098)"
Deer Creek Wastewater Treatment Plant,38,"(-120.9824595, 38.6271344)"
Deer Creek Wastewater Treatment Plant,39,"(-120.9824894, 38.626979)"
Deer Creek Wastewater Treatment Plant,40,"(-120.9825527, 38.6268562)"
Waste Water Treatment Plant,0,"(-121.4230039, 39.0879648)"
Waste Water Treatment Plant,1,"(-121.4236727, 39.0874249)"
Waste Water Treatment Plant,2,"(-121.4245289, 39.0873661)"
Waste Water Treatment Plant,3,"(-121.4246493, 39.0876153)"
Waste Water Treatment Plant,4,"(-121.4258934, 39.088041)"
Waste Water Treatment Plant,5,"(-121.4259246, 39.0896607)"
Waste Water Treatment Plant,6,"(-121.4248277, 39.0897023)"
Waste Water Treatment Plant,7,"(-121.4229102, 39.089768)"
Waste Water Treatment Plant,8,"(-121.4220273, 39.0892939)"
Waste Water Treatment Plant,9,"(-121.4229771, 39.0884113)"
Waste Water Treatment Plant,10,"(-121.4230039, 39.0879648)"
Millbrae Water Pollution Control Plant,0,"(-122.3801785, 37.6037117)"
Millbrae Water Pollution Control Plant,1,"(-122.3798266, 37.6037421)"
Millbrae Water Pollution Control Plant,2,"(-122.379815, 37.603621)"
Millbrae Water Pollution Control Plant,3,"(-122.3798603, 37.6035966)"
Millbrae Water Pollution Control Plant,4,"(-122.3799497, 37.6035539)"
Millbrae Water Pollution Control Plant,5,"(-122.3798221, 37.6034088)"
Millbrae Water Pollution Control Plant,6,"(-122.3796325, 37.6032456)"
Millbrae Water Pollution Control Plant,7,"(-122.379551, 37.6031716)"
Millbrae Water Pollution Control Plant,8,"(-122.3801716, 37.6028231)"
Millbrae Water Pollution Control Plant,9,"(-122.3813701, 37.6036027)"
Millbrae Water Pollution Control Plant,10,"(-122.3816875, 37.603821)"
Millbrae Water Pollution Control Plant,11,"(-122.3801971, 37.6039455)"
Millbrae Water Pollution Control Plant,12,"(-122.3801785, 37.6037117)"
Water Pollution Control Facility,0,"(-121.873291, 36.6025741)"
Water Pollution Control Facility,1,"(-121.8729894, 36.6020412)"
Water Pollution Control Facility,2,"(-121.872884, 36.6019971)"
Water Pollution Control Facility,3,"(-121.8725949, 36.6019042)"
Water Pollution Control Facility,4,"(-121.8725415, 36.6019012)"
Water Pollution Control Facility,5,"(-121.871756, 36.6021152)"
Water Pollution Control Facility,6,"(-121.8706371, 36.6025235)"
Water Pollution Control Facility,7,"(-121.8711575, 36.6034472)"
Water Pollution Control Facility,8,"(-121.8717138, 36.6032454)"
Water Pollution Control Facility,9,"(-121.8717737, 36.6033516)"
Water Pollution Control Facility,10,"(-121.8723107, 36.6031776)"
Water Pollution Control Facility,11,"(-121.8724227, 36.6031405)"
Water Pollution Control Facility,12,"(-121.8723597, 36.603017)"
Water Pollution Control Facility,13,"(-121.8729387, 36.6028099)"
Water Pollution Control Facility,14,"(-121.8730317, 36.6027714)"
Water Pollution Control Facility,15,"(-121.8731138, 36.6027238)"
Water Pollution Control Facility,16,"(-121.8731913, 36.6026764)"
Water Pollution Control Facility,17,"(-121.8732389, 36.6026312)"
Water Pollution Control Facility,18,"(-121.873291, 36.6025741)"
Middletown Community Wastewater Treatment Plant,0,"(-122.6471156, 38.766253)"
Middletown Community Wastewater Treatment Plant,1,"(-122.6486562, 38.7650966)"
Middletown Community Wastewater Treatment Plant,2,"(-122.6503203, 38.7656401)"
Middletown Community Wastewater Treatment Plant,3,"(-122.6507171, 38.7658027)"
Middletown Community Wastewater Treatment Plant,4,"(-122.6507753, 38.7658265)"
Middletown Community Wastewater Treatment Plant,5,"(-122.6498218, 38.7676084)"
Middletown Community Wastewater Treatment Plant,6,"(-122.6497747, 38.7676964)"
Middletown Community Wastewater Treatment Plant,7,"(-122.6486719, 38.7697572)"
Middletown Community Wastewater Treatment Plant,8,"(-122.6484852, 38.769846)"
Middletown Community Wastewater Treatment Plant,9,"(-122.6474765, 38.7695451)"
Middletown Community Wastewater Treatment Plant,10,"(-122.6465661, 38.7692734)"
Middletown Community Wastewater Treatment Plant,11,"(-122.645496, 38.7687631)"
Middletown Community Wastewater Treatment Plant,12,"(-122.6444414, 38.7682602)"
Middletown Community Wastewater Treatment Plant,13,"(-122.6471156, 38.766253)"
Hill Canyon Wastewater Treatment Plant,0,"(-118.9237564, 34.2114939)"
Hill Canyon Wastewater Treatment Plant,1,"(-118.9234905, 34.2115542)"
Hill Canyon Wastewater Treatment Plant,2,"(-118.9233326, 34.2116017)"
Hill Canyon Wastewater Treatment Plant,3,"(-118.9231588, 34.211686)"
Hill Canyon Wastewater Treatment Plant,4,"(-118.9229254, 34.2118792)"
Hill Canyon Wastewater Treatment Plant,5,"(-118.9227192, 34.2120726)"
Hill Canyon Wastewater Treatment Plant,6,"(-118.9226592, 34.2121555)"
Hill Canyon Wastewater Treatment Plant,7,"(-118.922619, 34.212231)"
Hill Canyon Wastewater Treatment Plant,8,"(-118.9225782, 34.2123342)"
Hill Canyon Wastewater Treatment Plant,9,"(-118.9225298, 34.2125827)"
Hill Canyon Wastewater Treatment Plant,10,"(-118.9225121, 34.2127424)"
Hill Canyon Wastewater Treatment Plant,11,"(-118.9224412, 34.2130013)"
Hill Canyon Wastewater Treatment Plant,12,"(-118.9223862, 34.213097)"
Hill Canyon Wastewater Treatment Plant,13,"(-118.9219156, 34.213719)"
Hill Canyon Wastewater Treatment Plant,14,"(-118.9217947, 34.2138892)"
Hill Canyon Wastewater Treatment Plant,15,"(-118.9217662, 34.2139617)"
Hill Canyon Wastewater Treatment Plant,16,"(-118.9217632, 34.2140205)"
Hill Canyon Wastewater Treatment Plant,17,"(-118.9217111, 34.2140827)"
Hill Canyon Wastewater Treatment Plant,18,"(-118.9216404, 34.2141405)"
Hill Canyon Wastewater Treatment Plant,19,"(-118.9216116, 34.2141843)"
Hill Canyon Wastewater Treatment Plant,20,"(-118.9215141, 34.2141456)"
Hill Canyon Wastewater Treatment Plant,21,"(-118.9213457, 34.2145374)"
Hill Canyon Wastewater Treatment Plant,22,"(-118.9211338, 34.2149289)"
Hill Canyon Wastewater Treatment Plant,23,"(-118.9210817, 34.2149907)"
Hill Canyon Wastewater Treatment Plant,24,"(-118.9209899, 34.2150167)"
Hill Canyon Wastewater Treatment Plant,25,"(-118.9205824, 34.2149241)"
Hill Canyon Wastewater Treatment Plant,26,"(-118.9199978, 34.214901)"
Hill Canyon Wastewater Treatment Plant,27,"(-118.9199131, 34.2148953)"
Hill Canyon Wastewater Treatment Plant,28,"(-118.9198744, 34.2148088)"
Hill Canyon Wastewater Treatment Plant,29,"(-118.9200269, 34.2147126)"
Hill Canyon Wastewater Treatment Plant,30,"(-118.9201599, 34.2141433)"
Hill Canyon Wastewater Treatment Plant,31,"(-118.9203352, 34.2134053)"
Hill Canyon Wastewater Treatment Plant,32,"(-118.9214065, 34.2116577)"
Hill Canyon Wastewater Treatment Plant,33,"(-118.9207161, 34.2113823)"
Hill Canyon Wastewater Treatment Plant,34,"(-118.9207175, 34.2108266)"
Hill Canyon Wastewater Treatment Plant,35,"(-118.9208046, 34.2107056)"
Hill Canyon Wastewater Treatment Plant,36,"(-118.9216152, 34.2109865)"
Hill Canyon Wastewater Treatment Plant,37,"(-118.9217623, 34.2108672)"
Hill Canyon Wastewater Treatment Plant,38,"(-118.9218898, 34.2108582)"
Hill Canyon Wastewater Treatment Plant,39,"(-118.9220324, 34.210648)"
Hill Canyon Wastewater Treatment Plant,40,"(-118.9222731, 34.2103095)"
Hill Canyon Wastewater Treatment Plant,41,"(-118.9226808, 34.2097106)"
Hill Canyon Wastewater Treatment Plant,42,"(-118.9231261, 34.2096374)"
Hill Canyon Wastewater Treatment Plant,43,"(-118.9235584, 34.209398)"
Hill Canyon Wastewater Treatment Plant,44,"(-118.9238959, 34.209329)"
Hill Canyon Wastewater Treatment Plant,45,"(-118.9240192, 34.2092581)"
Hill Canyon Wastewater Treatment Plant,46,"(-118.9245074, 34.2091826)"
Hill Canyon Wastewater Treatment Plant,47,"(-118.9248837, 34.2093075)"
Hill Canyon Wastewater Treatment Plant,48,"(-118.9249928, 34.2092994)"
Hill Canyon Wastewater Treatment Plant,49,"(-118.9252739, 34.2092789)"
Hill Canyon Wastewater Treatment Plant,50,"(-118.9256666, 34.2092596)"
Hill Canyon Wastewater Treatment Plant,51,"(-118.9263304, 34.2098392)"
Hill Canyon Wastewater Treatment Plant,52,"(-118.9272794, 34.2101916)"
Hill Canyon Wastewater Treatment Plant,53,"(-118.9274845, 34.2110519)"
Hill Canyon Wastewater Treatment Plant,54,"(-118.9274101, 34.2112734)"
Hill Canyon Wastewater Treatment Plant,55,"(-118.9270119, 34.2114425)"
Hill Canyon Wastewater Treatment Plant,56,"(-118.9267062, 34.2114268)"
Hill Canyon Wastewater Treatment Plant,57,"(-118.9256774, 34.2109117)"
Hill Canyon Wastewater Treatment Plant,58,"(-118.9255561, 34.2107619)"
Hill Canyon Wastewater Treatment Plant,59,"(-118.9242031, 34.2110712)"
Hill Canyon Wastewater Treatment Plant,60,"(-118.9242982, 34.2114229)"
Hill Canyon Wastewater Treatment Plant,61,"(-118.9239187, 34.2114517)"
Hill Canyon Wastewater Treatment Plant,62,"(-118.9237564, 34.2114939)"
Treasure Island Waste Water Treatment Plant,0,"(-122.3708859, 37.8311434)"
Treasure Island Waste Water Treatment Plant,1,"(-122.3697175, 37.8294804)"
Treasure Island Waste Water Treatment Plant,2,"(-122.3686302, 37.8299433)"
Treasure Island Waste Water Treatment Plant,3,"(-122.3689628, 37.8304094)"
Treasure Island Waste Water Treatment Plant,4,"(-122.3683459, 37.8306551)"
Treasure Island Waste Water Treatment Plant,5,"(-122.3686892, 37.8311042)"
Treasure Island Waste Water Treatment Plant,6,"(-122.3701346, 37.8314417)"
Treasure Island Waste Water Treatment Plant,7,"(-122.3708859, 37.8311434)"
Terminal Island Treatment Plant,0,"(-118.26579, 33.7437327)"
Terminal Island Treatment Plant,1,"(-118.2648466, 33.7421189)"
Terminal Island Treatment Plant,2,"(-118.2603754, 33.7439262)"
Terminal Island Treatment Plant,3,"(-118.2613188, 33.74554)"
Terminal Island Treatment Plant,4,"(-118.26579, 33.7437327)"
Lathrop Consolidated Treatment Facility,0,"(-121.2905832, 37.7926388)"
Lathrop Consolidated Treatment Facility,1,"(-121.2871807, 37.79358)"
Lathrop Consolidated Treatment Facility,2,"(-121.2840222, 37.7949966)"
Lathrop Consolidated Treatment Facility,3,"(-121.281884, 37.7962847)"
Lathrop Consolidated Treatment Facility,4,"(-121.2806441, 37.7972901)"
Lathrop Consolidated Treatment Facility,5,"(-121.2816472, 37.7977995)"
Lathrop Consolidated Treatment Facility,6,"(-121.2861993, 37.7955073)"
Lathrop Consolidated Treatment Facility,7,"(-121.2868149, 37.796532)"
Lathrop Consolidated Treatment Facility,8,"(-121.2915791, 37.7945662)"
Lathrop Consolidated Treatment Facility,9,"(-121.2915425, 37.7942803)"
Lathrop Consolidated Treatment Facility,10,"(-121.2910507, 37.7934322)"
Lathrop Consolidated Treatment Facility,11,"(-121.2905832, 37.7926388)"
Polonio Pass Treatment Plant,0,"(-120.2276232, 35.7401331)"
Polonio Pass Treatment Plant,1,"(-120.2279967, 35.7399107)"
Polonio Pass Treatment Plant,2,"(-120.2283579, 35.7394155)"
Polonio Pass Treatment Plant,3,"(-120.2286816, 35.7390112)"
Polonio Pass Treatment Plant,4,"(-120.228968, 35.7388798)"
Polonio Pass Treatment Plant,5,"(-120.2288435, 35.7372626)"
Polonio Pass Treatment Plant,6,"(-120.2287314, 35.7360395)"
Polonio Pass Treatment Plant,7,"(-120.2254066, 35.7334721)"
Polonio Pass Treatment Plant,8,"(-120.2253443, 35.7328251)"
Polonio Pass Treatment Plant,9,"(-120.2252323, 35.7321681)"
Polonio Pass Treatment Plant,10,"(-120.2242859, 35.7319861)"
Polonio Pass Treatment Plant,11,"(-120.2230406, 35.7320569)"
Polonio Pass Treatment Plant,12,"(-120.222281, 35.7320771)"
Polonio Pass Treatment Plant,13,"(-120.221895, 35.7325219)"
Polonio Pass Treatment Plant,14,"(-120.2219075, 35.7329768)"
Polonio Pass Treatment Plant,15,"(-120.2224429, 35.7334316)"
Polonio Pass Treatment Plant,16,"(-120.2225674, 35.7344222)"
Polonio Pass Treatment Plant,17,"(-120.2226048, 35.7361406)"
Polonio Pass Treatment Plant,18,"(-120.2226048, 35.7377275)"
Polonio Pass Treatment Plant,19,"(-120.2219448, 35.7380611)"
Polonio Pass Treatment Plant,20,"(-120.2218452, 35.7383643)"
Polonio Pass Treatment Plant,21,"(-120.2217456, 35.7386675)"
Polonio Pass Treatment Plant,22,"(-120.2213346, 35.7393245)"
Polonio Pass Treatment Plant,23,"(-120.2208739, 35.7397389)"
Polonio Pass Treatment Plant,24,"(-120.2210109, 35.7402443)"
Polonio Pass Treatment Plant,25,"(-120.2219946, 35.7404363)"
Polonio Pass Treatment Plant,26,"(-120.2235885, 35.7404464)"
Polonio Pass Treatment Plant,27,"(-120.224124, 35.7401432)"
Polonio Pass Treatment Plant,28,"(-120.2246844, 35.7398703)"
Polonio Pass Treatment Plant,29,"(-120.2252447, 35.739931)"
Polonio Pass Treatment Plant,30,"(-120.2257677, 35.7401634)"
Polonio Pass Treatment Plant,31,"(-120.2261289, 35.7402241)"
Polonio Pass Treatment Plant,32,"(-120.2263032, 35.7399209)"
Polonio Pass Treatment Plant,33,"(-120.2267141, 35.7400624)"
Polonio Pass Treatment Plant,34,"(-120.2272371, 35.7401331)"
