WWTP_name,geometry
Plant_79588784,"POLYGON ((-118.899359 36.4540665, -118.8992231 36.4540115, -118.8991822 36.453973, -118.899121 36.4539126, -118.8991347 36.4538742, -118.8993116 36.4537149, -118.8994 36.4536161, -118.8996178 36.4534183, -118.899645 36.4534129, -118.8996721 36.4534129, -118.8997809 36.4534843, -118.8998965 36.4535832, -118.899359 36.4540665))"
Plant_79588793,"POLYGON ((-119.2282229 36.5346912, -119.2282228 36.5347242, -119.228223 36.5350317, -119.2282162 36.5350482, -119.2280188 36.5350593, -119.2280188 36.5350373, -119.2279982 36.5347297, -119.2279982 36.5346967, -119.2282229 36.5346912))"
Plant_79921928,"POLYGON ((-117.6358844 35.6740826, -117.6359518 35.6741046, -117.6359853 35.674308, -117.6359378 35.6748905, -117.6359443 35.6752808, -117.636018 35.6758744, -117.6359695 35.6779684, -117.635956 35.6781333, -117.635929 35.6782102, -117.6358818 35.6782487, -117.6357943 35.6782596, -117.6346491 35.6782591, -117.6334972 35.6782367, -117.6327225 35.6782418, -117.6324126 35.6782636, -117.6322375 35.6782526, -117.6321635 35.678225, -117.632123 35.6781865, -117.6321029 35.6780602, -117.6321099 35.6777029, -117.6321438 35.6773292, -117.6321043 35.6759551, -117.6321381 35.6757407, -117.6321719 35.6756638, -117.6322931 35.6755869, -117.6330344 35.6752245, -117.6335532 35.6750268, -117.6344358 35.67467, -117.6350489 35.6744175, -117.6354263 35.6742418, -117.635716 35.6741209, -117.6358844 35.6740826))"
Plant_79922113,"POLYGON ((-117.6356199 35.6160905, -117.6370468 35.6160801, -117.6370466 35.6165253, -117.6356263 35.6165302, -117.6356199 35.6160905))"
Plant_79922135,"POLYGON ((-117.646883 35.6663745, -117.6467244 35.6663826, -117.6467163 35.6661907, -117.6468759 35.6661908, -117.646883 35.6663745))"
Plant_79922179,"POLYGON ((-117.6469501 35.6653778, -117.6469488 35.6654991, -117.6467376 35.6654977, -117.6467389 35.6653763, -117.6469501 35.6653778))"
Plant_79922309,"POLYGON ((-117.6729183 35.6360642, -117.6730596 35.6360643, -117.6730595 35.6362896, -117.6729249 35.6362896, -117.6729183 35.6360642))"
Plant_79922365,"POLYGON ((-117.646883 35.6663745, -117.6468759 35.6661908, -117.6470058 35.6661891, -117.6470037 35.6663769, -117.646883 35.6663745))"
Plant_79922609,"POLYGON ((-117.6355988 35.6175635, -117.6356058 35.6171237, -117.6370462 35.6171298, -117.6370392 35.6175586, -117.6355988 35.6175635))"
Plant_79922620,"POLYGON ((-117.6409499 35.6739032, -117.6419199 35.6739366, -117.6424656 35.6738928, -117.6429168 35.6738984, -117.643348 35.6739151, -117.6437723 35.6739207, -117.643907 35.6739153, -117.6440484 35.6739318, -117.6441226 35.6739704, -117.6441359 35.6740363, -117.6440753 35.6741627, -117.6439337 35.6744045, -117.6437854 35.6745968, -117.6435696 35.6749045, -117.6433203 35.6753221, -117.6430303 35.6757782, -117.6422551 35.6768222, -117.6421405 35.6769541, -117.6419518 35.6770365, -117.64177 35.6770529, -117.641285 35.6770691, -117.6409684 35.677069, -117.6407932 35.677047, -117.6406989 35.6770194, -117.6406249 35.676937, -117.6405846 35.6767446, -117.6406053 35.6757993, -117.6405787 35.6752716, -117.6405657 35.6744637, -117.6405458 35.6740075, -117.6405593 35.6739635, -117.6406334 35.6739305, -117.6407883 35.6739086, -117.6409499 35.6739032))"
Plant_79922643,"POLYGON ((-117.6470058 35.6661891, -117.647147 35.6661884, -117.6471497 35.6663758, -117.6470037 35.6663769, -117.6470058 35.6661891))"
Plant_79922660,"POLYGON ((-117.6450338 35.6702058, -117.6450607 35.6703047, -117.6450734 35.6717557, -117.6450462 35.6723602, -117.6450055 35.6727175, -117.6449313 35.6729429, -117.6446145 35.6734924, -117.6445336 35.6736078, -117.6443584 35.6737121, -117.6442035 35.6737176, -117.6434356 35.6736952, -117.6428024 35.673706, -117.6418527 35.6736947, -117.6409568 35.6737163, -117.6406739 35.6736778, -117.6405998 35.6736338, -117.6405797 35.6735128, -117.6405599 35.6727434, -117.640567 35.6721113, -117.6405805 35.6720343, -117.6407827 35.67193, -117.6411263 35.6717763, -117.6419078 35.6714468, -117.6436864 35.670722, -117.6439963 35.6705791, -117.6444747 35.6703814, -117.6448385 35.6702057, -117.6450338 35.6702058))"
Plant_79922670,"POLYGON ((-117.6307523 35.673091, -117.6308332 35.6731075, -117.6309207 35.6731955, -117.6310216 35.6733439, -117.6312639 35.6737672, -117.6317955 35.6745094, -117.6319434 35.6748063, -117.6318827 35.6748722, -117.6316469 35.674971, -117.631337 35.6751248, -117.630872 35.6753115, -117.630333 35.6755421, -117.6297872 35.6758001, -117.6291404 35.6760636, -117.6288439 35.6761954, -117.6286957 35.6762173, -117.6286015 35.6761458, -117.6283659 35.675772, -117.6282718 35.6755905, -117.6281372 35.6753761, -117.6278478 35.6749308, -117.6276662 35.6746888, -117.6275922 35.6745679, -117.6275653 35.674469, -117.627599 35.6744415, -117.6278416 35.6743152, -117.6280572 35.6742219, -117.6281246 35.6741834, -117.6306648 35.6731129, -117.6307523 35.673091))"
Plant_79922719,"POLYGON ((-117.6435538 35.6669569, -117.6448402 35.6669684, -117.646423 35.666958, -117.6464566 35.666991, -117.64647 35.6670789, -117.6464086 35.6686728, -117.6463951 35.6687772, -117.6463749 35.6688322, -117.646294 35.6688926, -117.64527 35.6693539, -117.6450342 35.6694857, -117.6434783 35.6694742, -117.6435538 35.6669569))"
Plant_79922759,"POLYGON ((-117.6387364 35.6695603, -117.641626 35.6695945, -117.6416324 35.6700781, -117.6415782 35.6706717, -117.6415243 35.6707211, -117.6403183 35.6712043, -117.6391797 35.6716985, -117.6384857 35.6719785, -117.6384594 35.6710717, -117.6384802 35.6700219, -117.6384736 35.6697856, -117.6385141 35.6696646, -117.6386017 35.6695877, -117.6387364 35.6695603))"
Plant_79922801,"POLYGON ((-117.6437106 35.7012094, -117.6438521 35.701215, -117.6438385 35.7013689, -117.6437846 35.7013743, -117.6436566 35.7013687, -117.6436499 35.7012149, -117.6437106 35.7012094))"
Plant_79922862,"POLYGON ((-117.7427772 35.7333232, -117.7428113 35.7338233, -117.7425214 35.7338345, -117.7425077 35.7333288, -117.7427772 35.7333232))"
Plant_79922927,"POLYGON ((-117.64714 35.6665123, -117.6472817 35.666511, -117.6472852 35.6668595, -117.6471392 35.6668567, -117.64714 35.6665123))"
Plant_79922962,"POLYGON ((-117.6356089 35.673247, -117.6355617 35.6732195, -117.6355146 35.6731645, -117.6350369 35.6721475, -117.6350236 35.6720431, -117.6350304 35.6719772, -117.6351247 35.6719442, -117.6351448 35.6720761, -117.6352322 35.672252, -117.6352994 35.6724499, -117.6355752 35.6731151, -117.6356089 35.673247))"
Plant_79923302,"POLYGON ((-117.6457705 35.6653199, -117.6459321 35.6653364, -117.645986 35.6653859, -117.6459995 35.6654244, -117.6460263 35.6655728, -117.6461406 35.6659795, -117.6461674 35.6661224, -117.6460597 35.6661554, -117.6459519 35.6661718, -117.6458307 35.6661553, -117.6457903 35.6660893, -117.6457567 35.6659464, -117.6457567 35.665886, -117.6456492 35.6655287, -117.645629 35.6653693, -117.645656 35.6653309, -117.6457031 35.6653199, -117.6457705 35.6653199))"
Plant_79923349,"POLYGON ((-117.6351247 35.6719442, -117.6352863 35.6719278, -117.6353604 35.6719608, -117.6354816 35.6721202, -117.63567 35.6724116, -117.6360401 35.6730438, -117.6359862 35.6731153, -117.635912 35.6731537, -117.6357099 35.673236, -117.6356089 35.673247, -117.6355752 35.6731151, -117.6352994 35.6724499, -117.6352322 35.672252, -117.6351448 35.6720761, -117.6351247 35.6719442))"
Plant_79923527,"POLYGON ((-117.6500939 35.6517456, -117.6501949 35.6518556, -117.6499996 35.6519764, -117.6498985 35.651872, -117.6500939 35.6517456))"
Plant_79923536,"POLYGON ((-117.6371818 35.6155415, -117.6385819 35.6155421, -117.6385749 35.6159762, -117.6371681 35.6159702, -117.6371818 35.6155415))"
Plant_79923879,"POLYGON ((-117.6465068 35.6653774, -117.6465396 35.6653745, -117.6465716 35.6653807, -117.6465992 35.6653954, -117.6466191 35.6654167, -117.646629 35.6654422, -117.6466278 35.665469, -117.6466172 35.6654915, -117.6465986 35.6655104, -117.6465739 35.6655238, -117.6465453 35.6655305, -117.6465156 35.6655298, -117.6464876 35.6655217, -117.6464639 35.6655071, -117.6464454 35.6654849, -117.6464372 35.665459, -117.6464402 35.6654324, -117.646454 35.6654081, -117.6464772 35.665389, -117.6465068 35.6653774))"
Plant_79923923,"POLYGON ((-117.6469992 35.6665133, -117.64714 35.6665123, -117.6471392 35.6668567, -117.6469955 35.666853, -117.6469992 35.6665133))"
Plant_79924728,"POLYGON ((-117.6386637 35.6672739, -117.6404148 35.6673515, -117.6416609 35.6673575, -117.6416126 35.669446, -117.6403193 35.669451, -117.6385883 35.6694064, -117.638521 35.6693954, -117.6384739 35.6693569, -117.6384605 35.6692909, -117.6384886 35.6673837, -117.6384953 35.6673288, -117.638529 35.6673013, -117.6386637 35.6672739))"
Plant_79924746,"POLYGON ((-117.6403075 35.6668018, -117.6405768 35.6668019, -117.640799 35.6668185, -117.6413985 35.6668077, -117.6414726 35.6668188, -117.64154 35.6668573, -117.6415263 35.6670826, -117.6414387 35.6671155, -117.6407585 35.6671098, -117.6403612 35.6671206, -117.6401524 35.6671096, -117.6400244 35.667093, -117.6399974 35.667082, -117.6399571 35.6670325, -117.6399301 35.6669666, -117.6399639 35.6668622, -117.6400312 35.6668128, -117.6403075 35.6668018))"
Plant_79924754,"POLYGON ((-118.2671691 35.7017881, -118.2671287 35.701799, -118.2670815 35.7017111, -118.2671759 35.7016837, -118.2672163 35.7017771, -118.2671691 35.7017881))"
Plant_79924769,"POLYGON ((-117.7582564 35.7128947, -117.7582026 35.7127683, -117.7583441 35.7127244, -117.7584047 35.7128508, -117.7582564 35.7128947))"
Plant_79924929,"POLYGON ((-117.6345524 35.6715152, -117.6346197 35.6715483, -117.6347072 35.6716747, -117.6348551 35.6721035, -117.6349291 35.6722849, -117.6352318 35.6729335, -117.6353058 35.6731534, -117.6353731 35.6732799, -117.6353932 35.6733678, -117.6352854 35.6734502, -117.6350495 35.6735655, -117.6345173 35.6737962, -117.6342477 35.6739005, -117.6334055 35.6742794, -117.6331091 35.6743946, -117.6326442 35.6746033, -117.6322735 35.6747515, -117.6321253 35.6747514, -117.6320513 35.6746799, -117.6319369 35.6745315, -117.6317283 35.6742016, -117.6315669 35.6739102, -117.631365 35.6736298, -117.6312304 35.6734209, -117.6310419 35.6731735, -117.631015 35.6731075, -117.6310084 35.6730416, -117.6310421 35.6729592, -117.6312981 35.6728164, -117.6328411 35.6721686, -117.6342224 35.6715755, -117.6343705 35.6715316, -117.6345524 35.6715152))"
Plant_79925267,"POLYGON ((-117.6108207 35.6503401, -117.6105379 35.6501699, -117.6107532 35.649939, -117.6110563 35.6501092, -117.6108207 35.6503401))"
Plant_79925386,"POLYGON ((-117.6356269 35.6155464, -117.6370472 35.6155524, -117.6370335 35.6159811, -117.6356334 35.6159751, -117.6356269 35.6155464))"
Plant_79925396,"POLYGON ((-117.6469955 35.666853, -117.6468632 35.666852, -117.6468669 35.6665123, -117.6469992 35.6665133, -117.6469955 35.666853))"
Plant_79925441,"POLYGON ((-117.7585948 35.7107019, -117.7585883 35.7103942, -117.7587231 35.7103997, -117.7587229 35.7107074, -117.7585948 35.7107019))"
Plant_79925449,"POLYGON ((-117.6418632 35.6669454, -117.6433382 35.6669624, -117.6432695 35.6694687, -117.6418483 35.6694626, -117.6418632 35.6669454))"
Plant_79925667,"POLYGON ((-117.6401898 35.6722101, -117.6402437 35.672276, -117.6402571 35.6723475, -117.6402503 35.6724244, -117.6402567 35.6728861, -117.6403303 35.673837, -117.640417 35.6752771, -117.6403964 35.6759311, -117.6403423 35.6765247, -117.6403556 35.676739, -117.6403352 35.6769589, -117.6403218 35.6769754, -117.6402073 35.6770138, -117.6398771 35.6770356, -117.6392103 35.6770244, -117.6384154 35.6769966, -117.6367381 35.6770234, -117.6364417 35.6770067, -117.636307 35.6769847, -117.636206 35.6769077, -117.6361792 35.6768143, -117.6361724 35.6767318, -117.6361794 35.6763196, -117.6362136 35.6756106, -117.6361807 35.6742146, -117.636201 35.6740442, -117.6362348 35.6739783, -117.6363763 35.6739068, -117.6366458 35.673797, -117.6374004 35.6734237, -117.6386065 35.672902, -117.639105 35.6726548, -117.6395969 35.6724902, -117.6398192 35.6723968, -117.6401898 35.6722101))"
Plant_79925677,"POLYGON ((-117.6382779 35.6703461, -117.6382574 35.6707583, -117.6382772 35.6716542, -117.63825 35.6720664, -117.637556 35.6723684, -117.6363904 35.6728461, -117.6363029 35.672868, -117.6362086 35.6728516, -117.636148 35.672802, -117.635475 35.6718124, -117.6354145 35.6717025, -117.6354145 35.6716365, -117.6354684 35.6715871, -117.6358591 35.6714498, -117.6382779 35.6703461))"
Plant_79925779,"POLYGON ((-117.647147 35.6661884, -117.6473078 35.6661869, -117.6473105 35.6663743, -117.6471497 35.6663758, -117.647147 35.6661884))"
Plant_79925876,"POLYGON ((-117.6356126 35.6170249, -117.635633 35.6166456, -117.6370398 35.6166462, -117.6370328 35.6170309, -117.6356126 35.6170249))"
Plant_79925896,"POLYGON ((-117.6450113 35.700924, -117.6450651 35.700924, -117.6451864 35.7009516, -117.6451998 35.7011, -117.6451931 35.7012319, -117.6451862 35.7012594, -117.6451525 35.7012758, -117.6450785 35.7012758, -117.6449437 35.7012428, -117.6449302 35.7012208, -117.6449235 35.7011988, -117.6449641 35.7009515, -117.6450113 35.700924))"
Plant_80115787,"POLYGON ((-118.8434122 34.7929788, -118.8436484 34.7930203, -118.8437858 34.7930701, -118.8438317 34.7931044, -118.8437782 34.7931543, -118.8436715 34.7931807, -118.8434351 34.7931921, -118.843328 34.7931543, -118.84329 34.7930703, -118.8433359 34.7930167, -118.8434122 34.7929788))"
Plant_80115805,"POLYGON ((-117.6757134 35.0091329, -117.6755998 35.0091329, -117.675533 35.0090779, -117.6754996 35.0089735, -117.6755197 35.008891, -117.6756266 35.008792, -117.6757135 35.0087646, -117.6757936 35.0087646, -117.6758003 35.0090944, -117.6757668 35.0091219, -117.6757134 35.0091329))"
Plant_80115806,"POLYGON ((-117.8812237 35.3520724, -117.8824238 35.3533811, -117.8840479 35.3524914, -117.8838668 35.3522275, -117.885189 35.3513376, -117.8841767 35.3502874, -117.8828479 35.3510453, -117.8812237 35.3520724))"
Plant_80115844,"POLYGON ((-118.1155483 34.5571669, -118.1157213 34.5572493, -118.1158473 34.5575406, -118.1156553 34.5575901, -118.1154953 34.5572549, -118.1154893 34.5571889, -118.1155483 34.5571669))"
Plant_80115883,"POLYGON ((-118.7534429 34.8195504, -118.7537329 34.8197678, -118.7516118 34.8218163, -118.751337 34.8216219, -118.7534429 34.8195504))"
Plant_80115886,"POLYGON ((-117.7074596 35.0316462, -117.7069785 35.0316463, -117.7069116 35.0316079, -117.7069115 35.0312451, -117.7070719 35.0312341, -117.7071721 35.0312175, -117.7074395 35.0312175, -117.7075063 35.031234, -117.7075131 35.0316023, -117.7074596 35.0316462))"
Plant_80115908,"POLYGON ((-118.1463586 35.0304423, -118.1441135 35.0303206, -118.144154 35.0294686, -118.1464059 35.0295189, -118.1463586 35.0304423))"
Plant_80115920,"POLYGON ((-118.1571331 35.0044428, -118.1570796 35.0044484, -118.1569995 35.0044538, -118.1569193 35.0044483, -118.1568659 35.0044373, -118.1568459 35.0044098, -118.1568458 35.0043603, -118.1568459 35.0042614, -118.156846 35.004146, -118.156846 35.004091, -118.156866 35.0040635, -118.1569128 35.0040526, -118.156993 35.0040526, -118.1570665 35.0040581, -118.1571266 35.0040636, -118.1571332 35.0040911, -118.1571466 35.004146, -118.1571465 35.004256, -118.1571464 35.0043604, -118.1571532 35.0044099, -118.1571331 35.0044428))"
Plant_80115937,"POLYGON ((-119.04366 34.7662292, -119.0443313 34.7665651, -119.0441252 34.766874, -119.0434617 34.7665611, -119.04366 34.7662292))"
Plant_80115947,"POLYGON ((-118.1540717 34.780844, -118.1504411 34.780876, -118.1502152 34.7796558, -118.1502091 34.7781883, -118.1507089 34.7777322, -118.1540997 34.7777056, -118.1540717 34.780844))"
Plant_80115969,"POLYGON ((-118.7958586 34.4191122, -118.7963594 34.4190997, -118.7963613 34.4192621, -118.7963194 34.4193012, -118.7958658 34.4193088, -118.7958586 34.4191122))"
Plant_80116034,"POLYGON ((-119.082912 34.3340685, -119.0829275 34.3341025, -119.0829288 34.3341387, -119.0829158 34.3341734, -119.0828899 34.3342027, -119.0828538 34.3342234, -119.0828115 34.3342334, -119.0827675 34.3342315, -119.0827267 34.3342179, -119.0826935 34.334194, -119.0826714 34.3341626, -119.0826629 34.3341269, -119.082669 34.3340909, -119.0826888 34.3340585, -119.0827203 34.3340332, -119.08276 34.3340177, -119.0828037 34.3340137, -119.0828466 34.3340216, -119.0828841 34.3340405, -119.082912 34.3340685))"
Plant_80116042,"POLYGON ((-117.8833408 34.8689759, -117.8834875 34.86891, -117.8836208 34.8690968, -117.8834474 34.8691682, -117.8833408 34.8689759))"
Plant_80116050,"POLYGON ((-117.7083953 35.0321573, -117.7082416 35.0321573, -117.7082281 35.0315747, -117.7082948 35.0311239, -117.7083549 35.0304973, -117.7084685 35.0303983, -117.7085954 35.0303819, -117.7087291 35.0303379, -117.7088293 35.0303434, -117.7089968 35.0320473, -117.7090234 35.0321297, -117.7083953 35.0321573))"
Plant_80116056,"POLYGON ((-118.5588191 34.606678, -118.5587464 34.6065622, -118.5590033 34.6064665, -118.5590825 34.6066018, -118.5588191 34.606678))"
Plant_80116064,"POLYGON ((-118.9637937 34.4075785, -118.9639311 34.4075859, -118.9640151 34.4076393, -118.9640302 34.40775, -118.9639541 34.4078373, -118.9638626 34.4078529, -118.9637403 34.4078262, -118.9636871 34.4076889, -118.9637937 34.4075785))"
Plant_80116114,"POLYGON ((-119.0800881 34.32094, -119.0799424 34.3210773, -119.0797371 34.32094, -119.0798894 34.3207916, -119.0800881 34.32094))"
Plant_80116124,"POLYGON ((-119.1372193 34.7496875, -119.137374 34.7496957, -119.1376987 34.7500749, -119.1376533 34.7501895, -119.1366071 34.7507386, -119.1364999 34.7507366, -119.1361569 34.7503229, -119.1361512 34.750239, -119.1372193 34.7496875))"
Plant_80116168,"POLYGON ((-117.9507167 35.2588766, -117.951025 35.258893, -117.9510718 35.2589205, -117.9510919 35.2589864, -117.9510853 35.2591898, -117.9510317 35.2592119, -117.9508508 35.2592228, -117.9506095 35.2592283, -117.9505693 35.2592119, -117.9505426 35.2590854, -117.9505626 35.2589315, -117.9506095 35.2588931, -117.9507167 35.2588766))"
Plant_80116180,"POLYGON ((-118.3724488 35.1231274, -118.3725221 35.1228251, -118.3737062 35.1229893, -118.3737665 35.1230113, -118.3738468 35.1230827, -118.3738669 35.1231431, -118.3738804 35.123308, -118.3738471 35.1234674, -118.3724355 35.1232539, -118.3724488 35.1231274))"
Plant_80116194,"POLYGON ((-117.8674146 34.9813983, -117.8658788 34.9818663, -117.8657919 34.9817838, -117.8653974 34.9809266, -117.8653839 34.9808111, -117.8654306 34.9807287, -117.8665723 34.9803489, -117.8673203 34.9802551, -117.8673604 34.9803211, -117.8674146 34.9813983))"
Plant_80116236,"POLYGON ((-118.1044714 34.5343009, -118.1046908 34.5345922, -118.103688 34.5350817, -118.1034687 34.5347795, -118.1044714 34.5343009))"
Plant_80116289,"POLYGON ((-117.706018 35.0089562, -117.7060045 35.0087034, -117.7060245 35.0086868, -117.7061849 35.0086868, -117.706185 35.0089507, -117.706018 35.0089562))"
Plant_80116292,"POLYGON ((-117.6659158 35.0471742, -117.6658088 35.0472291, -117.6654612 35.0471797, -117.6648062 35.0471135, -117.6642848 35.0470475, -117.6641512 35.0469266, -117.6642382 35.0464593, -117.6643922 35.0457502, -117.6644658 35.045536, -117.6647465 35.0454865, -117.6653012 35.0455086, -117.6656822 35.0455251, -117.6658961 35.0455966, -117.6659762 35.045866, -117.6659426 35.0463113, -117.6659358 35.046784, -117.6659425 35.0470313, -117.6659158 35.0471742))"
Plant_80116335,"POLYGON ((-117.7199156 35.047276, -117.718906 35.0463639, -117.7159707 35.0435393, -117.7175013 35.0435609, -117.718658 35.044627, -117.720831 35.0465887, -117.7199156 35.047276))"
Plant_80116371,"POLYGON ((-118.156425 35.0044372, -118.1563916 35.0044317, -118.1563716 35.0044097, -118.156365 35.0042448, -118.1563784 35.0042228, -118.1564117 35.0042008, -118.1564585 35.0042228, -118.1564785 35.0042503, -118.1564785 35.0044152, -118.1564585 35.0044317, -118.156425 35.0044372))"
Plant_80116385,"POLYGON ((-118.2187152 35.1242134, -118.2185412 35.1242134, -118.2185412 35.1240705, -118.2187151 35.124065, -118.2187152 35.1242134))"
Plant_80116400,"POLYGON ((-117.879345 35.3524398, -117.8827409 35.3504901, -117.8818711 35.3470656, -117.8777237 35.3492897, -117.879345 35.3524398))"
Plant_80116409,"POLYGON ((-117.8813564 35.3542765, -117.8794917 35.3536876, -117.8787324 35.3552592, -117.8806441 35.3558207, -117.8813564 35.3542765))"
Plant_80116421,"POLYGON ((-118.14487 35.027798, -118.1428653 35.0277313, -118.1428728 35.0265772, -118.1445899 35.0266162, -118.1448838 35.0267702, -118.14487 35.027798))"
Plant_80116460,"POLYGON ((-117.9351211 35.142379, -117.9350958 35.142354, -117.9350845 35.1423232, -117.9350772 35.1422769, -117.9350859 35.14223, -117.9351716 35.1420696, -117.9352784 35.1419111, -117.9352954 35.1418896, -117.9353171 35.1418797, -117.9353397 35.1418773, -117.9353664 35.1418817, -117.9358623 35.1420635, -117.9358869 35.1420824, -117.9358951 35.1421033, -117.9358946 35.142128, -117.9358847 35.1421527, -117.9356687 35.1425188, -117.9356509 35.1425342, -117.9356238 35.1425459, -117.9355857 35.1425482, -117.9355524 35.1425448, -117.9351211 35.142379))"
Plant_80116485,"POLYGON ((-119.0828779 34.3337862, -119.082899 34.3338188, -119.0829061 34.3338553, -119.0828986 34.3338917, -119.0828773 34.3339242, -119.0828444 34.3339492, -119.082803 34.3339642, -119.0827579 34.3339673, -119.0827142 34.333958, -119.0826764 34.3339375, -119.0826489 34.3339079, -119.0826345 34.3338725, -119.0826349 34.3338352, -119.08265 34.3338, -119.0826782 34.3337708, -119.0827164 34.3337509, -119.08276 34.3337423, -119.0828045 34.3337458, -119.0828453 34.333761, -119.0828779 34.3337862))"
Plant_80116494,"POLYGON ((-117.8848144 35.3496006, -117.8840033 35.3486825, -117.8829831 35.3494295, -117.8837071 35.3502927, -117.8848144 35.3496006))"
Plant_80116514,"POLYGON ((-118.1485481 34.8421083, -118.1484779 34.8421178, -118.1470759 34.8421263, -118.1470592 34.8421229, -118.1470468 34.8421181, -118.1470366 34.8421094, -118.1470307 34.8421007, -118.1470224 34.840857, -118.147034 34.8408272, -118.1470621 34.8408024, -118.1470872 34.8407912, -118.1471184 34.8407851, -118.1485659 34.8407823, -118.1485751 34.8408333, -118.1486484 34.8408764, -118.1486457 34.8419875, -118.1486417 34.8420363, -118.1486257 34.8420654, -118.1485939 34.8420922, -118.1485481 34.8421083))"
Plant_80116525,"POLYGON ((-118.9714768 34.4042942, -118.9716143 34.4042976, -118.971637 34.4043395, -118.9716372 34.4045114, -118.9714541 34.4045267, -118.9711945 34.4045152, -118.9711335 34.404439, -118.9711411 34.4043131, -118.9712402 34.4043093, -118.9714768 34.4042942))"
Plant_80116533,"POLYGON ((-117.8674204 34.9801946, -117.8671532 34.9802057, -117.8664454 34.9802775, -117.8663452 34.9802116, -117.8663046 34.9794916, -117.8662509 34.9790298, -117.8662842 34.9789144, -117.8666915 34.9788317, -117.867573 34.9788314, -117.8681607 34.9788586, -117.8681879 34.9794302, -117.8682813 34.9794521, -117.8682882 34.9796885, -117.8681882 34.9798919, -117.8680814 34.9800074, -117.8677943 34.9801449, -117.8676541 34.9802275, -117.8674807 34.9804694, -117.8674405 34.9804529, -117.8674204 34.9801946))"
Plant_80116586,"POLYGON ((-118.1154184 34.5561715, -118.1155774 34.5565617, -118.1153124 34.5566443, -118.1151524 34.5562596, -118.1154184 34.5561715))"
Plant_80116588,"POLYGON ((-118.1164144 34.5572294, -118.1165207 34.5572789, -118.1165144 34.5576636, -118.1161155 34.5576528, -118.1161154 34.557345, -118.1164144 34.5572294))"
Plant_80116604,"POLYGON ((-117.6758337 35.0095067, -117.6757668 35.0095067, -117.6756466 35.0094242, -117.6756132 35.0093527, -117.6756333 35.0092318, -117.6757133 35.0092153, -117.6762144 35.0092154, -117.6762679 35.0092704, -117.6762812 35.0094078, -117.6762478 35.0094792, -117.6758337 35.0095067))"
Plant_80116608,"POLYGON ((-119.043422 34.3552138, -119.0432297 34.3552083, -119.0432232 34.3550819, -119.0434087 34.3550709, -119.043422 34.3552138))"
Plant_80116626,"POLYGON ((-117.8841645 35.3483142, -117.8851633 35.3494085, -117.8865326 35.3485516, -117.8855873 35.3474849, -117.8841645 35.3483142))"
Plant_80116650,"POLYGON ((-118.1566722 35.0044427, -118.1566321 35.0044372, -118.1566187 35.0044043, -118.1566056 35.0040525, -118.1566123 35.004014, -118.1566523 35.0040031, -118.1566924 35.004014, -118.1567124 35.0040525, -118.156739 35.0043988, -118.1567189 35.0044372, -118.1566722 35.0044427))"
Plant_80116693,"POLYGON ((-117.7081812 35.0304643, -117.7080477 35.0316681, -117.7077069 35.0316572, -117.7077068 35.0306733, -117.7074393 35.0306403, -117.7074662 35.0306238, -117.7081812 35.0304643))"
Plant_80116703,"POLYGON ((-118.1966538 34.4479661, -118.1965947 34.4479407, -118.1965688 34.4479156, -118.1965599 34.4478667, -118.1965787 34.4478197, -118.196615 34.4477918, -118.1967391 34.4478069, -118.1967676 34.4478483, -118.1967712 34.4478905, -118.1967575 34.4479301, -118.1967214 34.4479558, -118.1966538 34.4479661))"
Plant_80116725,"POLYGON ((-119.168106 34.3031751, -119.1682119 34.3031696, -119.1682847 34.3032246, -119.1683179 34.3033015, -119.1683179 34.3033784, -119.1682781 34.3034444, -119.1681854 34.3034664, -119.168106 34.3034609, -119.1680198 34.3034224, -119.1679735 34.3033674, -119.1679669 34.3032905, -119.1680067 34.3032246, -119.168106 34.3031751))"
Plant_80116769,"POLYGON ((-117.707413 35.0321519, -117.7069987 35.0321575, -117.7069451 35.03213, -117.7069251 35.0319376, -117.7069584 35.0318003, -117.7074463 35.0317946, -117.7075131 35.0318111, -117.7074931 35.0321519, -117.707413 35.0321519))"
Plant_80116785,"POLYGON ((-118.1463652 35.0305741, -118.146318 35.031547, -118.1440728 35.0313264, -118.1441068 35.0304415, -118.1463652 35.0305741))"
Plant_80116800,"POLYGON ((-119.0835162 34.3342702, -119.0836355 34.3341988, -119.0838674 34.3344405, -119.0837416 34.334523, -119.0836289 34.3345944, -119.0833905 34.3343527, -119.0835162 34.3342702))"
Plant_80116810,"POLYGON ((-117.9236351 34.5237544, -117.9236286 34.5233255, -117.9236287 34.5229023, -117.924067 34.5229023, -117.9244389 34.5229188, -117.9244322 34.5233367, -117.9248306 34.5233257, -117.9248372 34.5237545, -117.9248373 34.5240622, -117.9248372 34.5243701, -117.9244387 34.5243756, -117.9240933 34.52437, -117.9236417 34.5243699, -117.9236418 34.5240567, -117.9236351 34.5237544))"
